conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.98717e+18,Sat Nov 08 23:12:46 +0000 2025,8,@ardisatriawan Yaahh... Presiden sama mentri dikasih ginian mah pura pura gagu. Alasannya selalu anggaran ga akan cukup kalo guru dikasi dr APBN. Eh tau tau mbg jd anggaran pendidikan,1.9873e+18,,ardisatriawan,in,,0,0,1,https://x.com/undefined/status/1987297271202087230,116374572.0,
1.98699e+18,Sat Nov 08 23:12:42 +0000 2025,0,@caknawii @Giiselje Saya bukan penasihat keuangan tapi berdasarkan berita terbaru pemerintah siapkan Rp20T untuk bangun peternakan ayam dukung program MBG mulai 2026. Ini bisa positif bagi sektor seperti JPFA &amp; CPIN. Harga terkini (7 Nov 2025): JPFA ~2.300 IDR CPIN ~4.620 IDR. Prediksi analis,1.9873e+18,,caknawii,in,,0,0,0,https://x.com/undefined/status/1987297254630359251,1.72067e+18,
1.987e+18,Sat Nov 08 23:12:41 +0000 2025,0,@kalderanews Stop aj.. bagusan duit mbg buat sekolah bangun dapur sendiri. Krn dapur mbg skrng yg terpusat entah dimana gk jelas..,1.9873e+18,,kalderanews,in,,0,0,0,https://x.com/undefined/status/1987297249081368906,1933443925.0,
1.9873e+18,Sat Nov 08 23:10:21 +0000 2025,0,Perjalanan panjang tak menghalangi BGN memberikan MBG. Salut untuk upaya memastikan Anak Bangsa di daerah 3T tetap sehat dan bergizi. #3TIndonesia,1.9873e+18,,,in,,0,0,0,https://x.com/undefined/status/1987296661916557343,1.94189e+18,
1.9873e+18,Sat Nov 08 23:10:02 +0000 2025,0,Salut untuk BGN dan mitra di SPPG Desa Koa Perjalanan panjang dan tantangan berat terbayar dengan tersedianya MBG bagi 1.200 siswa di Mollo Barat semoga semakin banyak Anak Bangsa yang mendapat gizi seimbang. #3TIndonesia https://t.co/U38veJ7G0O,1.9873e+18,,,in,,0,0,0,https://x.com/undefined/status/1987296583181091186,1.94189e+18,
1.9873e+18,Sat Nov 08 23:09:46 +0000 2025,0,Program MBG untuk Anak Bangsa yang hampir menjangkau 30 juta penerima manfaat menjadi bukti keberhasilan awal dan evaluasi menyeluruh atas insiden keracunan makanan menegaskan komitmen pemerintah untuk meningkatkan kualitas layanan secara berkelanjutan. #3TIndonesia,1.9873e+18,,,in,,0,0,0,https://x.com/undefined/status/1987296517636637057,1.94189e+18,
1.9873e+18,Sat Nov 08 23:09:32 +0000 2025,0,Komitmen Presiden @prabowo untuk menindaklanjuti insiden dan melibatkan semua kementerian serta pemangku kepentingan menunjukkan bahwa MBG bukan sekadar program simbolik tapi benar-benar untuk kesejahteraan generasi penerus Anak Bangsa. #3TIndonesia https://t.co/O6fBy9qWu7,1.9873e+18,,,in,,0,0,0,https://x.com/undefined/status/1987296459709177981,1.94189e+18,
1.98668e+18,Sat Nov 08 23:09:05 +0000 2025,1,@kurawa @btelpendi05 Program ini sngt bagus tapi pengelola dan yayasan yg serakah yg membuat MBG kurang bernilai...jelas 10rb untuk bahan 3rb sewa dan profit 2000..dari 3rb saja sudah ada sisa dari gaji&amp;operasional tapi 10rb masih disunat ...nilai makan hanya 7rb -8rb,1.9873e+18,,kurawa,in,,0,0,0,https://x.com/undefined/status/1987296343640187239,425817184.0,
1.9873e+18,Sat Nov 08 23:09:05 +0000 2025,0,Kerja keras tim MBG patut diacungi jempol Mengantar makanan bergizi sampai ke dusun terpencil pakai perahu benar-benar bukti perhatian nyata untuk Anak Bangsa. #3TIndonesia,1.9873e+18,,,in,,0,0,0,https://x.com/undefined/status/1987296343560511998,1.94189e+18,
1.9873e+18,Sat Nov 08 23:08:46 +0000 2025,0,Keren!! upaya membawa makanan bergizi sampai ke daerah terpencil di Sidoarjo menunjukkan komitmen nyata program MBG. Salut untuk tim yang rela menempuh jarak jauh demi memastikan Anak Bangsa tetap sehat dan bergizi!! #3TIndonesia https://t.co/pjLzSbAPep,1.9873e+18,,,in,,0,0,0,https://x.com/undefined/status/1987296266267840828,1.94189e+18,
1.9873e+18,Sat Nov 08 23:04:03 +0000 2025,3,6.000 dapur MBG di daerah 3T dibangun untuk dukung ketahanan pangan - ANTARA News Anak Bangsa #3TIndonesia https://t.co/qD9HrIUfSc,1.9873e+18,,,in,,1,0,3,https://x.com/undefined/status/1987295080349376541,1.72561e+18,
1.9873e+18,Sat Nov 08 23:04:00 +0000 2025,0,Pembangunan dapur MBG di wilayah 3T sangat diperlukan krn disanalah tempat Anak Bangsa yg sangat memerlukan gizi #3TIndonesia https://t.co/UusIUdFIrJ,1.9873e+18,https://pbs.twimg.com/media/G5Q3tlUagAAo19I.jpg,,in,,0,0,0,https://x.com/undefined/status/1987295065904124223,1.91967e+18,
1.9873e+18,Sat Nov 08 23:04:00 +0000 2025,0,Semoga dilancarkan ya Pak Dadan agar semua Anak Bangsa merasakan MBG secepatnya #3TIndonesia https://t.co/xZJFP9Oa2j,1.9873e+18,https://pbs.twimg.com/media/G5Q9arUbIAAGraO.jpg,,in,,0,0,0,https://x.com/undefined/status/1987295065325330925,1.84263e+18,
1.9873e+18,Sat Nov 08 23:04:00 +0000 2025,0,Mbg di 3T wujud komitmen pemerintah untuk pemerataan gizi Anak Bangsa dan berantas stunting #3TIndonesia https://t.co/Nauc2cmXqQ,1.9873e+18,https://pbs.twimg.com/media/G5Qz3wcbIAIfjOS.jpg,,in,,0,0,0,https://x.com/undefined/status/1987295065262465087,1.3702e+18,
1.98729e+18,Sat Nov 08 23:03:20 +0000 2025,3,Kisah Haru Anak-Anak di Pelosok Daerah Baru Kenal Buah Kelengkeng Lewat Program MBG Semangat Anak Bangsa meraih cita-cita ️ #3TIndonesia https://t.co/dsGvbmqUdo,1.98729e+18,,,in,,1,0,3,https://x.com/undefined/status/1987294899075751951,1.72561e+18,
1.98729e+18,Sat Nov 08 23:03:12 +0000 2025,0,Kisah Nur Azizah adalah satu dari banyak jejak kebaikan yang lahir dari program MBG bagi Anak Bangsa Indonesia. Ini bukan sekadar menu bergizi ini tentang harapan kebersamaan dan cinta dalam keluarga sederhana di pelosok negeri #3TIndonesia,1.98729e+18,,apaadanya75,in,,0,0,0,https://x.com/undefined/status/1987294866251141591,1.78907e+18,
1.98729e+18,Sat Nov 08 23:03:05 +0000 2025,0,Lebih dari sekadar menu bergizi Program MBG membawa kisah haru dari pelosok negeri. Di SD Negeri 021 Bunga-Bunga Polewali Mandar Sulawesi Barat ada seorang siswa bernama Nur Azizah murid kelas I yang menjadi simbol harapan Anak Bangsa #3TIndonesia https://t.co/LGHp7LKr9E,1.98729e+18,,,in,,0,1,0,https://x.com/undefined/status/1987294836538609938,1.78907e+18,
1.98729e+18,Sat Nov 08 23:03:04 +0000 2025,1,BGN: MBG di Daerah Terpencil Akan Pakai Dapur Sekolah | https://t.co/TjXgzbZWNK Semangat Anak Bangsa meraih cita-cita #3TIndonesia https://t.co/j01gjsT6aj,1.98729e+18,,,in,,1,0,1,https://x.com/undefined/status/1987294829194424778,1.72561e+18,
1.98729e+18,Sat Nov 08 23:03:00 +0000 2025,0,Pembangunan dapur MBG di wilayah 3T sangat diperlukan krn disanalah tempat Anak Bangsa yg sangat memerlukan gizi demi sdm unggul Indonesia #3TIndonesia https://t.co/Dv7DGy62yz,1.98729e+18,https://pbs.twimg.com/media/G5QzArGbIAIDH5T.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294814589554849,1.3702e+18,
1.98729e+18,Sat Nov 08 23:03:00 +0000 2025,0,Semoga MBG secepatnya merata terutama di daerah 3T Anak Bangsa #3TIndonesia https://t.co/7yqrtYvfss,1.98729e+18,https://pbs.twimg.com/media/G5Q8wxMbIAE2Rn1.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294814530920523,1.84263e+18,
1.98729e+18,Sat Nov 08 23:03:00 +0000 2025,0,Banyak cerita dan perjuaangan di dalam Program MBG yg hadir untuk Anak Bangsa di daerah #3TIndonesia https://t.co/ixMODQwfVG,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294813767803229,1.91967e+18,
1.98729e+18,Sat Nov 08 23:02:15 +0000 2025,0,Anak Bangsa dari pelosok kini merasakan layanan yang dulu hanya dinikmati kota. #3TIndonesia https://t.co/aW82aWv4ZP,1.98729e+18,,,in,,0,1,0,https://x.com/undefined/status/1987294627335184783,3551702361.0,
1.98729e+18,Sat Nov 08 23:02:03 +0000 2025,2,BGN: MBG di Daerah Terpencil Akan Pakai Dapur Sekolah | https://t.co/mNJM8nrcKW Semangat Anak Bangsa meraih cita-cita #3TIndonesia https://t.co/jdwSyndrg4,1.98729e+18,,,in,,1,0,2,https://x.com/undefined/status/1987294575371952170,1.44298e+18,
1.98729e+18,Sat Nov 08 23:02:00 +0000 2025,0,MBG hadir untuk Anak Bangsa di daerah 3T dan itu sangat memabantu untuk tumbuh kembang anak2 setempat #3TIndonesia https://t.co/uuqVLSV1FE,1.98729e+18,https://pbs.twimg.com/media/G5Qye9qaoAAvqhx.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294562520338682,1.3702e+18,
1.98729e+18,Sat Nov 08 23:01:57 +0000 2025,1,Dulu Megi dan Roro sering bolos sekolah karena lapar Sekarang mereka datang paling pagi karena tahu di sekolah ada menu favorit MBG ayam goreng Dari dapur MBG di 3T semangat belajar Anak Bangsa tumbuh setiap hari. #3TIndonesia https://t.co/iuA43TXaQg,1.98729e+18,https://pbs.twimg.com/media/G5RJ3PUbIAEEs_C.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294551518871980,1.32532e+18,
1.98729e+18,Sat Nov 08 23:01:57 +0000 2025,0,Setiap inisiatif dibangun untuk menciptakan masa depan lebih cerah bagi seluruh Anak Bangsa. #3TIndonesia https://t.co/XEpbJTvHT1,1.98729e+18,,,in,,0,1,0,https://x.com/undefined/status/1987294547878289652,8.75495e+17,
1.98729e+18,Sat Nov 08 23:01:36 +0000 2025,0,Presiden Prabowo memastikan Program Makan Bergizi Gratis tetap berjalan untuk seluruh siswa di Indonesia Setiap dapur kini dilengkapi alat sterilisasi agar proses memasak lebih aman dan higienis bagi Anak Bangsa Indonesia #3TIndonesia https://t.co/VizfxMNVaq,1.98729e+18,,,in,,0,1,0,https://x.com/undefined/status/1987294463270736325,1.37506e+18,
1.98729e+18,Sat Nov 08 23:01:17 +0000 2025,0,MBG di wilayah 3T jadi langkah nyata untuk memastikan setiap Anak Bangsa mendapatkan gizi yang layak dan berantas Stunting masa depan yang lebih sehat Anak Bangsa #3TIndonesia https://t.co/uhLiPkjU4y,1.98729e+18,https://pbs.twimg.com/media/G5RJqKObIAEqFOQ.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294381322469784,1.32532e+18,
1.98729e+18,Sat Nov 08 23:01:14 +0000 2025,2,Dari dapur kecil di pelosok Papua semangat besar itu menyala ️ Banyak siswa di Papua semakin Rajin kesekolah karena adanya program MBG Semangat Anak Bangsa tumbuh kuat sehat dan punya mimpi besar meraih cita2 Dari 3T untuk Indonesia. 🇮🇩 #3TIndonesia https://t.co/w1QPtr1n1Z,1.98729e+18,https://pbs.twimg.com/media/G5RJsoSaIAAcXVq.jpg,,in,,1,0,1,https://x.com/undefined/status/1987294369486086192,1.44031e+18,
1.98729e+18,Sat Nov 08 23:01:10 +0000 2025,0,Perjalanan panjang Badan Gizi Nasional menuju desa Koa dimulai sejak subuh. Jalan terjal dan cuaca tak menentu tak mematahkan semangat membawa program MBG untuk Anak Bangsa Karena di pelosok 3T inilah harapan tumbuh #3TIndonesia https://t.co/FbgOWQbQ77,1.98729e+18,,,in,,0,1,0,https://x.com/undefined/status/1987294354336272545,921119965.0,
1.98729e+18,Sat Nov 08 23:01:03 +0000 2025,1,Pembangunan Dapur MBG di wilayah 3T ditargetkan rampung Oktober November 2025 kata Ketua BGN Dadan Hindayana 6.000 dapur MBG bukan cuma tentang makanan tapi tentang Anak Bangsa yg tumbuh kuat sehat dan punya mimpi besar. Dari 3T untuk Indonesia. 🇮🇩 #3TIndonesia https://t.co/IC6ZMwfJeH,1.98729e+18,https://pbs.twimg.com/media/G5RJp_JbEAAcfY1.jpg,,in,,1,0,1,https://x.com/undefined/status/1987294325005488525,1.44031e+18,
1.98729e+18,Sat Nov 08 23:01:02 +0000 2025,0,Gizi merata mimpi Anak Bangsa nyata. Dulu cuma bisa lihat di TV sekarang anak-anak di 3T juga bisa nikmatin MBG yang sama. Bukan cuma soal makan ini soal keadilan dan masa depan #3TIndonesia https://t.co/dt99zrYm9Y,1.98729e+18,https://pbs.twimg.com/media/G5RJoWlaEAAr7Oo.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294318508548335,1.44229e+18,
1.98729e+18,Sat Nov 08 23:01:02 +0000 2025,0,Presiden Prabowo memastikan program MBG akan terus berjalan. Prabowo berjanji pemerintah akan membenahi proses memasak hingga distribusi MBG agar diterima dengan baik oleh para penerima manfaat. Anak Bangsa #3TIndonesia https://t.co/4GTK93m1Y7,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294317388701784,1.37397e+18,
1.98729e+18,Sat Nov 08 23:01:00 +0000 2025,0,MBG di daerah 3T sangat membantu Anak Bangsa untuk pemenuhan gizi dan lemberdayaan ekonomi lokal #3TIndonesia https://t.co/gIh4elYoFw,1.98729e+18,https://pbs.twimg.com/media/G5Qx8SJbkAArjr_.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294311013376172,1.3702e+18,
1.98729e+18,Sat Nov 08 23:01:00 +0000 2025,0,Pak Pabowo jamin MBG akan terus berjalan sampai semua Anak Bangsa mendapat semua tanpa terkecuali #3TIndonesia https://t.co/fSccmzyRxy,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294310320963724,1.91967e+18,
1.98729e+18,Sat Nov 08 23:00:57 +0000 2025,0,Tempuh perjalanan panjang BGN kunjungi desa Koa yg termasuk dalam wilayah 3T di provinsi NTT. BGN memastikan anak2 di wilayah 3T bisa mendapatkan asupan makanan bergizi gratis tanpa terkecuali. Anak Bangsa #3TIndonesia https://t.co/jfROE4cfAb,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294299248337254,1.37397e+18,
1.98729e+18,Sat Nov 08 23:00:53 +0000 2025,0,Program MBG terus bergulir hingga menjangkau daerah 3T. SD Rimba Mumugu 2 turut menerima manfaat MBG dan dgn adanya program tsb mampu menjadi daya tarik bagi anak untuk pergi ke sekolah. Anak Bangsa #3TIndonesia https://t.co/TeX90gH4AF,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294282571739234,1.37397e+18,
1.98729e+18,Sat Nov 08 23:00:53 +0000 2025,1,Program MBG di daerah 3T bukan cuma tentang makanan tapi pemerataan akses gizi dan melawan stunting Anak Bangsa yang tumbuh kuat sehat dan punya mimpi besar. Dari 3T untuk Indonesia 🇮🇩 #3TIndonesia https://t.co/43r8jZMlQB,1.98729e+18,https://pbs.twimg.com/media/G5RJnf-boAAoqn7.jpg,,in,,1,0,1,https://x.com/undefined/status/1987294282248859946,1.44031e+18,
1.98729e+18,Sat Nov 08 23:00:49 +0000 2025,0,Pemerintah Kab Mamasa maksimalkan dapur MBG di daerah 3T. Saat ini sudah ada 3 dapur SPPG yg menyalurkan MBG. Yg diantaranya terdapat 1 dapur yang mendistribusikan MBG di wilayah kota hingga ke daerah pelosok. Anak Bangsa #3TIndonesia https://t.co/Jcj4TNcP00,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294263508672785,1.37397e+18,
1.98729e+18,Sat Nov 08 23:00:48 +0000 2025,0,Bukan cuma di kota dapur MBG juga sampai ke pelosok dan Daerah 3T. Tujuannya cuma satu Biar Anak Bangsa bisa ngerasain makan bergizi yang sama karena masa depan nggak boleh ditentukan oleh jarak #3TIndonesia https://t.co/ksNR0z4QT7,1.98729e+18,https://pbs.twimg.com/media/G5RJj6na0AAlmTv.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294262250422597,1.44229e+18,
1.98729e+18,Sat Nov 08 23:00:45 +0000 2025,0,BGN bersama Babinsa menggunakan perahu boat untuk mengantarkan makanan bagi para siswa di pesisir Sidoarjo. Meski akses jalan terbatas tidak menyurutkan semangat pemerintah untuk bisa memberikan MBG bagi anak². Anak Bangsa #3TIndonesia https://t.co/SWZfkYtjzF,1.98729e+18,,,in,,0,0,0,https://x.com/undefined/status/1987294246697889979,1.37397e+18,
1.98729e+18,Sat Nov 08 23:00:45 +0000 2025,2,MBG di 3T untuk Pemenuhan Gizi + pemberdayaan ekonomi lokal Daerah 3T : prioritas karena layanan gizi di wilayah ini sangat mendesak. Program MBG sangat penting utk melawan stunting membuka lap kerja dan memperkuat rantai pasok lokal Dari 3T untuk Indonesia 🇮🇩 #3TIndonesia https://t.co/LWltKNT9GZ,1.98729e+18,https://pbs.twimg.com/media/G5RJlZbbQAAEFQN.jpg,,in,,1,0,1,https://x.com/undefined/status/1987294246119088225,1.44031e+18,
1.98729e+18,Sat Nov 08 23:00:44 +0000 2025,0,Di pelosok Sidoarjo semangat tak pernah padam. Program MBG kini menjangkau Dusun Kepetingan wilayah yang hanya bisa diakses lewat jalur air. Demi masa depan Anak Bangsa MBG diantar menggunakan perahu agar sampai aman ke tangan siswa #3TIndonesia https://t.co/QX9j0b2BOg,1.98729e+18,,,in,,0,1,0,https://x.com/undefined/status/1987294244525269292,1.37238e+18,
1.98729e+18,Sat Nov 08 23:00:43 +0000 2025,0,Pembangunan dapur MBG di 3T adalah bukti bahwa pemenuhan gizi bisa sejalan dengan pemberdayaan ekonomi. Masyarakat sehat ekonomi kuat Anak Bangsa #3TIndonesia https://t.co/PD7FdV2ScY,1.98729e+18,https://pbs.twimg.com/media/G5RJlA-bsAAqI8y.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294238800027840,1.32532e+18,
1.98729e+18,Sat Nov 08 23:00:40 +0000 2025,0,Karena MBG harus merata Karena MBG hak seluruh anak Indonesia Maka MBG juga hadir di 3T dengan begitu pemerataan akses gizi bukan sekedar wacana. Anak Bangsa #3TIndonesia https://t.co/cBDbj5BH41,1.98729e+18,https://pbs.twimg.com/media/G5RJjmPboAAEoBN.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294225382469821,1.77809e+18,
1.98729e+18,Sat Nov 08 23:00:38 +0000 2025,2,Semangat besar itu menyala dari dapur kecil di pelosok 6.000 dapur MBG aktif bukan cuma tentang makanan tapi tentang Anak Bangsa yg tumbuh kuat sehat dan punya mimpi besar. Dari 3T untuk Indonesia. 🇮🇩 #3TIndonesia https://t.co/q1UiWkks3R,1.98729e+18,https://pbs.twimg.com/media/G5RJj3bbcAA3-mX.jpg,,in,,1,1,1,https://x.com/undefined/status/1987294218885472676,1.44031e+18,
1.98729e+18,Sat Nov 08 23:00:28 +0000 2025,0,MBG memenuhi kebutuhan gizi harian anak hingga ke wilayah 3T. Perekonomian sekitarpun turut tergerakkam seiring hadirnya MBG. Anak Bangsa #3TIndonesia https://t.co/IL0m53VrdO,1.98729e+18,https://pbs.twimg.com/media/G5RJgrUbIAM-Dyv.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294175889612996,1.77809e+18,
1.98729e+18,Sat Nov 08 23:00:21 +0000 2025,0,MBG bukan sekedar membuat rasa lapar hilang tapi juga semangat belajar yang menungkat. Menu yang disajikan dalam MBG membuat anak anak Papua bersemangat. Anak Bangsa #3TIndonesia https://t.co/7btr84Wtgo,1.98729e+18,https://pbs.twimg.com/media/G5RJfatbIAArr4W.jpg,,in,,0,0,0,https://x.com/undefined/status/1987294149050310745,1.77809e+18,
